cluster,location,FID,IID,PHE,CHR,CHR_NUM,SNP1,SNP2,POS1,POS2,KB,NSNP,DENSITY,PHOM,PHET
Ocala,Ocala,OC44,OC44,-9,CM083955.1,18,SNP_8554466,SNP_8556775,3360694,4571606,1210.913,810,1.495,0.991,0.009
Merritt Island,Ransom Road,RR110,RR110,-9,CM083937.1,1,SNP_155734,SNP_166389,13731541,14746970,1015.43,4784,0.212,0.996,0.003
Merritt Island,Ransom Road,RR110,RR110,-9,CM083937.1,1,SNP_792029,SNP_803850,81843082,83044530,1201.449,5397,0.223,0.995,0.004
Merritt Island,Ransom Road,RR110,RR110,-9,CM083937.1,1,SNP_806725,SNP_812141,83374114,84804391,1430.278,2423,0.59,0.998,0.002
Merritt Island,Ransom Road,RR110,RR110,-9,CM083939.1,2,SNP_2998029,SNP_3010581,132916870,134184842,1267.973,5529,0.229,0.998,0.002
Merritt Island,Ransom Road,RR110,RR110,-9,CM083943.1,5,SNP_5387364,SNP_5395212,6888673,9986436,3097.764,2836,1.092,0.997,0.003
Merritt Island,Ransom Road,RR110,RR110,-9,CM083960.1,23,SNP_9118139,SNP_9120763,2691686,3907658,1215.973,934,1.302,0.995,0.005
Merritt Island,Ransom Road,RR111,RR111,-9,CM083937.1,1,SNP_402781,SNP_416815,40121041,41682620,1561.58,6166,0.253,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083937.1,1,SNP_791375,SNP_806712,81783272,83372782,1589.511,7066,0.225,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083937.1,1,SNP_807616,SNP_815486,83535811,85118353,1582.543,3556,0.445,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083939.1,2,SNP_2423796,SNP_2465846,73454856,78202316,4747.461,18325,0.259,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083939.1,2,SNP_2471213,SNP_2481257,78839586,79891329,1051.744,4603,0.228,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083939.1,2,SNP_2509716,SNP_2520881,82865984,83936036,1070.053,4947,0.216,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083939.1,2,SNP_2531564,SNP_2544951,84791489,86012635,1221.147,5764,0.212,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083939.1,2,SNP_2568074,SNP_2581084,87984289,89102878,1118.59,5675,0.197,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083939.1,2,SNP_3167597,SNP_3179819,151425321,152672556,1247.236,5616,0.222,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083939.1,2,SNP_3188550,SNP_3217027,153935543,157457627,3522.085,12409,0.284,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083939.1,2,SNP_3217042,SNP_3226881,157458274,158583248,1124.975,4252,0.265,0.998,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083939.1,2,SNP_3237551,SNP_3257108,159699626,161697373,1997.748,8468,0.236,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083940.1,3,SNP_3803112,SNP_3814671,60383717,61694567,1310.851,4984,0.263,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083940.1,3,SNP_4137432,SNP_4152427,96023435,97531086,1507.652,6599,0.228,0.998,0.002
Merritt Island,Ransom Road,RR111,RR111,-9,CM083941.1,4,SNP_4896480,SNP_4904144,55602727,56692851,1090.125,3275,0.333,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083942.1,4A,SNP_5141512,SNP_5155881,59110,1733327,1674.218,6365,0.263,1,0
Merritt Island,Ransom Road,RR111,RR111,-9,CM083943.1,5,SNP_5387391,SNP_5390799,6895314,8720609,1825.296,1170,1.56,0.993,0.007
Merritt Island,Ransom Road,RR111,RR111,-9,CM083945.1,7,SNP_6454813,SNP_6481063,16308017,19627940,3319.924,11329,0.293,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083945.1,7,SNP_6481076,SNP_6502472,19628675,22460417,2831.743,9540,0.297,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083945.1,7,SNP_6519841,SNP_6528951,24621270,25935462,1314.193,3928,0.335,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083947.1,9,SNP_7090094,SNP_7100418,11925371,13177904,1252.534,4364,0.287,0.999,0.001
Merritt Island,Ransom Road,RR111,RR111,-9,CM083948.1,10,SNP_7247293,SNP_7254200,28843,1037594,1008.752,2815,0.358,1,0
Merritt Island,Ransom Road,RR111,RR111,-9,CM083948.1,10,SNP_7304210,SNP_7322331,5393320,6875224,1481.905,8514,0.174,0.999,0
Merritt Island,Ransom Road,RR111,RR111,-9,CM083960.1,23,SNP_9118139,SNP_9120765,2691686,3907740,1216.055,936,1.299,0.998,0.002
Merritt Island,Ransom Road,RR112,RR112,-9,CM083937.1,1,SNP_156057,SNP_168370,13765681,14954323,1188.643,5502,0.216,0.995,0.004
Merritt Island,Ransom Road,RR112,RR112,-9,CM083937.1,1,SNP_315710,SNP_327420,30193995,31685083,1491.089,4995,0.299,0.996,0.003
Merritt Island,Ransom Road,RR112,RR112,-9,CM083937.1,1,SNP_610320,SNP_623468,62131130,63583971,1452.842,5696,0.255,0.996,0.002
Merritt Island,Ransom Road,RR112,RR112,-9,CM083937.1,1,SNP_625290,SNP_635407,63777639,64822047,1044.409,4480,0.233,0.996,0.003
Merritt Island,Ransom Road,RR112,RR112,-9,CM083938.1,1A,SNP_1455804,SNP_1472308,28065437,29848885,1783.449,7573,0.236,0.998,0.002
Merritt Island,Ransom Road,RR112,RR112,-9,CM083939.1,2,SNP_2335531,SNP_2346064,57573684,58737519,1163.836,4573,0.255,0.994,0.004
Merritt Island,Ransom Road,RR112,RR112,-9,CM083939.1,2,SNP_2377747,SNP_2383018,62491844,64155506,1663.663,1948,0.854,0.992,0.007
Merritt Island,Ransom Road,RR112,RR112,-9,CM083939.1,2,SNP_2383036,SNP_2386724,64157448,65814554,1657.107,1111,1.492,0.987,0.012
Merritt Island,Ransom Road,RR112,RR112,-9,CM083941.1,4,SNP_4759497,SNP_4772346,40744554,42051316,1306.763,5602,0.233,0.997,0.002
Merritt Island,Ransom Road,RR112,RR112,-9,CM083942.1,4A,SNP_5252613,SNP_5258889,13656967,14704616,1047.65,2743,0.382,0.991,0.006
Merritt Island,Ransom Road,RR112,RR112,-9,CM083943.1,5,SNP_5539825,SNP_5550103,24250678,25266741,1016.064,4545,0.224,0.996,0.004
Merritt Island,Ransom Road,RR112,RR112,-9,CM083948.1,10,SNP_7406915,SNP_7408954,16819817,18050811,1230.995,491,2.507,0.986,0.014
Merritt Island,Ransom Road,RR112,RR112,-9,CM083955.1,18,SNP_8555150,SNP_8559333,3625311,5109271,1483.961,1557,0.953,0.988,0.01
Merritt Island,Ransom Road,RR112,RR112,-9,CM083958.1,21,SNP_8968456,SNP_8969780,2869792,3924602,1054.811,333,3.168,0.988,0.012
Merritt Island,Ransom Road,RR205,RR205,-9,CM083937.1,1,SNP_150244,SNP_166389,13129550,14746970,1617.421,7111,0.227,0.994,0.005
Merritt Island,Ransom Road,RR205,RR205,-9,CM083937.1,1,SNP_644778,SNP_654283,65810075,66941759,1131.685,3879,0.292,0.996,0.002
Merritt Island,Ransom Road,RR205,RR205,-9,CM083938.1,1A,SNP_1712560,SNP_1719641,58181011,59913873,1732.863,3074,0.564,0.995,0.003
Merritt Island,Ransom Road,RR205,RR205,-9,CM083942.1,4A,SNP_5216674,SNP_5220683,6959247,8955584,1996.338,1252,1.595,0.993,0.006
Merritt Island,Ransom Road,RR205,RR205,-9,CM083947.1,9,SNP_7074549,SNP_7091945,9718450,12207832,2489.383,7085,0.351,0.996,0.003
Merritt Island,Ransom Road,RR205,RR205,-9,CM083948.1,10,SNP_7398957,SNP_7408971,15168882,18062115,2893.234,3575,0.809,0.994,0.005
Merritt Island,Ransom Road,RR205,RR205,-9,CM083949.1,11,SNP_7437048,SNP_7442723,93782,1099678,1005.897,2216,0.454,0.991,0.006
Merritt Island,Ransom Road,RR96,RR96,-9,CM083943.1,5,SNP_5389784,SNP_5390775,7712737,8713590,1000.854,341,2.935,0.982,0.009
Merritt Island,Shiloh,SHIL108,SHIL108,-9,CM083937.1,1,SNP_1015778,SNP_1022532,104900121,106346444,1446.324,2866,0.505,0.994,0.003
Merritt Island,Shiloh,SHIL108,SHIL108,-9,CM083940.1,3,SNP_3394831,SNP_3398690,11360563,12593135,1232.573,1288,0.957,0.986,0.007
Merritt Island,Shiloh,SHIL147,SHIL147,-9,CM083937.1,1,SNP_1015706,SNP_1021304,104884876,106103614,1218.739,2393,0.509,0.994,0.005
Merritt Island,Shiloh,SHIL147,SHIL147,-9,CM083940.1,3,SNP_3396684,SNP_3403240,12105669,13255153,1149.485,2730,0.421,0.993,0.004
Merritt Island,Shiloh,SHIL147,SHIL147,-9,CM083941.1,4,SNP_4737033,SNP_4739231,37226479,38761363,1534.885,599,2.562,0.975,0.01
Merritt Island,Shiloh,SHIL147,SHIL147,-9,CM083953.1,15,SNP_8364308,SNP_8367303,10518707,12218891,1700.185,1080,1.574,0.991,0.008
Merritt Island,Shiloh,SHIL148,SHIL148,-9,CM083940.1,3,SNP_3756127,SNP_3756882,54293811,55500762,1206.952,155,7.787,0.974,0.019
Merritt Island,Shiloh,SHIL148,SHIL148,-9,CM083941.1,4,SNP_4737855,SNP_4738832,37319230,38442591,1123.362,127,8.845,0.976,0.008
Merritt Island,Shiloh,SHIL148,SHIL148,-9,CM083960.1,23,SNP_9118919,SNP_9124222,2916293,4402286,1485.994,2200,0.675,0.987,0.009
Merritt Island,Shiloh,SHIL159,SHIL159,-9,CM083937.1,1,SNP_707851,SNP_718268,72503765,73577741,1073.977,4453,0.241,0.996,0.003
Merritt Island,Shiloh,SHIL159,SHIL159,-9,CM083941.1,4,SNP_4808526,SNP_4820441,45561792,47007192,1445.401,5090,0.284,0.997,0.003
Merritt Island,Shiloh,SHIL159,SHIL159,-9,CM083943.1,5,SNP_5381836,SNP_5389891,5699720,7739545,2039.826,2992,0.682,0.995,0.005
Merritt Island,Shiloh,SHIL159,SHIL159,-9,CM083943.1,5,SNP_5389901,SNP_5390940,7741035,8768576,1027.542,353,2.911,0.994,0.006
Merritt Island,Shiloh,SHIL159,SHIL159,-9,CM083944.1,6,SNP_6152155,SNP_6169229,23398406,25250969,1852.564,7531,0.246,0.997,0.002
Merritt Island,Shiloh,SHIL159,SHIL159,-9,CM083946.1,8,SNP_6729399,SNP_6730254,5855753,7018305,1162.553,229,5.077,0.983,0.017
Merritt Island,Shiloh,SHIL159,SHIL159,-9,CM083951.1,13,SNP_7987319,SNP_7994743,9868476,11381722,1513.247,3073,0.492,0.997,0.003
Merritt Island,Shiloh,SHIL166,SHIL166,-9,CM083937.1,1,SNP_1015932,SNP_1021131,104933118,106071267,1138.15,2217,0.513,0.998,0.002
Merritt Island,Shiloh,SHIL166,SHIL166,-9,CM083939.1,2,SNP_3093718,SNP_3104501,142860669,144263286,1402.618,4719,0.297,0.999,0.001
Merritt Island,Shiloh,SHIL166,SHIL166,-9,CM083940.1,3,SNP_3756341,SNP_3757069,54325941,55528766,1202.826,129,9.324,0.969,0.023
Merritt Island,Shiloh,SHIL166,SHIL166,-9,CM083940.1,3,SNP_4211019,SNP_4220586,103964248,105203528,1239.281,4317,0.287,0.997,0.002
Merritt Island,Shiloh,SHIL166,SHIL166,-9,CM083943.1,5,SNP_5735653,SNP_5748995,47505400,48880505,1375.106,5912,0.233,0.997,0.002
Merritt Island,Shiloh,SHIL166,SHIL166,-9,CM083944.1,6,SNP_6019841,SNP_6031705,8945738,10201037,1255.3,5199,0.241,0.997,0.002
Merritt Island,Shiloh,SHIL166,SHIL166,-9,CM083956.1,19,SNP_8765451,SNP_8775892,9879872,11216342,1336.471,4435,0.301,0.998,0.002
Merritt Island,Shiloh,SHIL168,SHIL168,-9,CM083938.1,1A,SNP_1626854,SNP_1632130,46794939,49266333,2471.395,1888,1.309,0.991,0.005
Merritt Island,Shiloh,SHIL168,SHIL168,-9,CM083941.1,4,SNP_4736521,SNP_4739097,37173299,38630753,1457.455,764,1.908,0.991,0.003
Merritt Island,Shiloh,SHIL459,SHIL459,-9,CM083940.1,3,SNP_3421187,SNP_3422164,15222617,16480406,1257.79,379,3.319,0.976,0.013
Merritt Island,Shiloh,SHIL459,SHIL459,-9,CM083946.1,8,SNP_6728878,SNP_6730361,5535444,7084606,1549.163,411,3.769,0.964,0.015
Merritt Island,Shiloh,SHIL462,SHIL462,-9,CM083941.1,4,SNP_4737852,SNP_4739233,37318824,38761563,1442.74,186,7.757,0.978,0.011
Merritt Island,Shiloh,SHIL462,SHIL462,-9,CM083951.1,13,SNP_7992577,SNP_7995931,10718020,11826559,1108.54,1089,1.018,0.972,0.015
Merritt Island,Shiloh,SHIL472,SHIL472,-9,CM083939.1,2,SNP_2648934,SNP_2654536,95991172,97680594,1689.423,2239,0.755,0.994,0.004
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083937.1,1,SNP_616809,SNP_641269,62793731,65418723,2624.993,10898,0.241,0.996,0.002
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083939.1,2,SNP_2919672,SNP_2931169,125009922,126113836,1103.915,4996,0.221,0.994,0.005
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083940.1,3,SNP_3690762,SNP_3702988,47342205,48551463,1209.259,5390,0.224,0.991,0.005
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083940.1,3,SNP_3738047,SNP_3749676,52232503,53529526,1297.024,5124,0.253,0.996,0.004
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083941.1,4,SNP_4523114,SNP_4525869,13907983,14983545,1075.563,1014,1.061,0.99,0.008
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083941.1,4,SNP_4737323,SNP_4739000,37255913,38503369,1247.457,409,3.05,0.993,0.007
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083948.1,10,SNP_7344991,SNP_7356067,9045859,10379097,1333.239,4856,0.275,0.998,0.002
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083950.1,12,SNP_7827638,SNP_7839094,17248432,18429140,1180.709,5165,0.229,0.996,0.003
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083953.1,15,SNP_8336347,SNP_8346652,6916455,7949473,1033.019,4759,0.217,0.998,0.002
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083955.1,18,SNP_8547829,SNP_8561771,2394797,5367633,2972.837,5638,0.527,0.994,0.005
Merritt Island,Shiloh,SHIL474,SHIL474,-9,CM083956.1,19,SNP_8702829,SNP_8715927,4230545,5431957,1201.413,5972,0.201,0.996,0.004
Merritt Island,Shiloh,SHIL475,SHIL475,-9,CM083937.1,1,SNP_1009929,SNP_1016514,103797085,105055322,1258.238,2675,0.47,0.994,0.006
Merritt Island,Shiloh,SHIL475,SHIL475,-9,CM083941.1,4,SNP_4737323,SNP_4738425,37255913,38304926,1049.014,388,2.704,0.992,0.008
Merritt Island,Shiloh,SHIL476,SHIL476,-9,CM083937.1,1,SNP_1015949,SNP_1022558,104934695,106358059,1423.365,2808,0.507,0.997,0.002
Merritt Island,Shiloh,SHIL476,SHIL476,-9,CM083951.1,13,SNP_7987319,SNP_7993682,9868476,11007000,1138.525,2733,0.417,0.993,0.006
Merritt Island,Shiloh,SHIL477,SHIL477,-9,CM083938.1,1A,SNP_1646382,SNP_1656526,50915470,52027670,1112.201,4285,0.26,0.994,0.004
Merritt Island,Shiloh,SHIL477,SHIL477,-9,CM083940.1,3,SNP_3421141,SNP_3423362,15205985,16636268,1430.284,912,1.568,0.992,0.008
Merritt Island,Shiloh,SHIL477,SHIL477,-9,CM083940.1,3,SNP_3953752,SNP_3964951,76639971,77741942,1101.972,4987,0.221,0.995,0.004
Merritt Island,Shiloh,SHIL477,SHIL477,-9,CM083940.1,3,SNP_3964969,SNP_3974800,77742904,78773570,1030.667,4450,0.232,0.997,0.002
Merritt Island,Shiloh,SHIL477,SHIL477,-9,CM083941.1,4,SNP_4737475,SNP_4739097,37278359,38630753,1352.395,343,3.943,0.994,0.006
Merritt Island,Shiloh,SHIL477,SHIL477,-9,CM083946.1,8,SNP_6684545,SNP_6693112,422559,1756212,1333.654,3717,0.359,0.994,0.005
Merritt Island,Shiloh,SHIL477,SHIL477,-9,CM083946.1,8,SNP_6727125,SNP_6729890,5004241,6827771,1823.531,1001,1.822,0.997,0.001
Merritt Island,Shiloh,SHIL477,SHIL477,-9,CM083953.1,15,SNP_8364544,SNP_8367574,10607383,12251567,1644.185,1121,1.467,0.991,0.007
Merritt Island,Shiloh,SHIL477,SHIL477,-9,CM083960.1,23,SNP_9118492,SNP_9120931,2782775,3942680,1159.906,898,1.292,0.993,0.007
Merritt Island,Shiloh,SHIL478,SHIL478,-9,CM083937.1,1,SNP_1015708,SNP_1021132,104884979,106071367,1186.389,2309,0.514,0.99,0.007
Merritt Island,Shiloh,SHIL478,SHIL478,-9,CM083940.1,3,SNP_3755517,SNP_3757108,54215015,55534632,1319.618,529,2.495,0.981,0.013
Merritt Island,Shiloh,SHIL478,SHIL478,-9,CM083960.1,23,SNP_9117864,SNP_9123062,2636041,4303461,1667.421,1962,0.85,0.993,0.006
SL,South Lake,SLCA87,SLCA87,-9,CM083937.1,1,SNP_1013846,SNP_1022555,104498412,106357769,1859.358,3582,0.519,0.993,0.004
SL,South Lake,SLCA87,SLCA87,-9,CM083937.1,1,SNP_1022748,SNP_1029228,106394392,107477216,1082.825,2560,0.423,0.991,0.006
SL,South Lake,SLCA87,SLCA87,-9,CM083940.1,3,SNP_3395588,SNP_3400107,11684068,12829353,1145.286,1699,0.674,0.989,0.005
SL,South Lake,SLCA87,SLCA87,-9,CM083941.1,4,SNP_4736383,SNP_4738914,37161628,38495047,1333.42,821,1.624,0.988,0.01
SL,South Lake,SLCA87,SLCA87,-9,CM083944.1,6,SNP_6080446,SNP_6093019,15233786,16927819,1694.034,5372,0.315,0.993,0.004
SL,South Lake,SLCA87,SLCA87,-9,CM083953.1,15,SNP_8364900,SNP_8366572,10745896,12083150,1337.255,585,2.286,0.979,0.017
SL,South Lake,SLCA88,SLCA88,-9,CM083937.1,1,SNP_1012562,SNP_1018898,104278212,105557486,1279.275,2487,0.514,0.994,0.003
SL,South Lake,SLCA88,SLCA88,-9,CM083940.1,3,SNP_3395577,SNP_3402588,11680043,13186415,1506.373,2789,0.54,0.989,0.007
SL,South Lake,SLCA88,SLCA88,-9,CM083941.1,4,SNP_4737852,SNP_4738866,37318824,38484549,1165.726,132,8.831,0.985,0.015
SL,South Lake,SLCA88,SLCA88,-9,CM083955.1,18,SNP_8553755,SNP_8556608,3152309,4504442,1352.134,986,1.371,0.98,0.015
SL,South Lake,SLCA89,SLCA89,-9,CM083946.1,8,SNP_6729412,SNP_6731934,5861030,7602157,1741.128,757,2.3,0.987,0.011
SL,South Lake,SLCA89,SLCA89,-9,CM083958.1,21,SNP_8968475,SNP_8969544,2872515,3878207,1005.693,257,3.913,0.969,0.023
Merritt Island,Schwartz,SRTZ124,SRTZ124,-9,CM083937.1,1,SNP_413948,SNP_425823,41395433,42736681,1341.249,5231,0.256,0.995,0.005
Merritt Island,Schwartz,SRTZ124,SRTZ124,-9,CM083943.1,5,SNP_5581027,SNP_5590577,28609112,29750346,1141.235,4304,0.265,0.995,0.004
Merritt Island,Schwartz,SRTZ124,SRTZ124,-9,CM083943.1,5,SNP_5594408,SNP_5603835,30229023,31366673,1137.651,4066,0.28,0.994,0.004
Merritt Island,Schwartz,SRTZ125,SRTZ125,-9,CM083943.1,5,SNP_5344734,SNP_5345311,24962,1354451,1329.49,165,8.058,0.988,0.012
Merritt Island,Schwartz,SRTZ125,SRTZ125,-9,CM083947.1,9,SNP_6984834,SNP_6990688,354459,1493925,1139.467,2550,0.447,0.989,0.007
Merritt Island,Schwartz,SRTZ125,SRTZ125,-9,CM083948.1,10,SNP_7407436,SNP_7408980,17023843,18065625,1041.783,389,2.678,0.985,0.015
Merritt Island,Schwartz,SRTZ126,SRTZ126,-9,CM083937.1,1,SNP_685115,SNP_696448,70012613,71281527,1268.915,5105,0.249,0.996,0.003
Merritt Island,Schwartz,SRTZ126,SRTZ126,-9,CM083940.1,3,SNP_3753388,SNP_3760659,53955220,55943066,1987.847,3036,0.655,0.995,0.004
Merritt Island,Schwartz,SRTZ126,SRTZ126,-9,CM083943.1,5,SNP_5384512,SNP_5388893,6211301,7415626,1204.326,1645,0.732,0.991,0.009
Merritt Island,Schwartz,SRTZ126,SRTZ126,-9,CM083943.1,5,SNP_5388899,SNP_5391203,7417005,8852300,1435.296,792,1.812,0.996,0.004
Merritt Island,Schwartz,SRTZ126,SRTZ126,-9,CM083943.1,5,SNP_5526576,SNP_5537289,23025845,24057916,1032.072,4728,0.218,0.997,0.003
Merritt Island,Schwartz,SRTZ126,SRTZ126,-9,CM083943.1,5,SNP_5550226,SNP_5562389,25276561,26478064,1201.504,5510,0.218,0.996,0.003
Merritt Island,Schwartz,SRTZ126,SRTZ126,-9,CM083943.1,5,SNP_5564907,SNP_5575025,26703290,27831758,1128.469,4272,0.264,0.996,0.003
Merritt Island,Schwartz,SRTZ126,SRTZ126,-9,CM083943.1,5,SNP_5580888,SNP_5590577,28598164,29750346,1152.183,4362,0.264,0.995,0.004
Merritt Island,Schwartz,SRTZ126,SRTZ126,-9,CM083947.1,9,SNP_6987574,SNP_6993202,649423,1696123,1046.701,2495,0.42,0.992,0.007
Merritt Island,Schwartz,SRTZ127,SRTZ127,-9,CM083937.1,1,SNP_1015708,SNP_1021304,104884979,106103614,1218.636,2391,0.51,0.987,0.005
Merritt Island,Schwartz,SRTZ127,SRTZ127,-9,CM083939.1,2,SNP_2650809,SNP_2653412,96235983,97546648,1310.666,940,1.394,0.985,0.006
Merritt Island,Schwartz,SRTZ199,SRTZ199,-9,CM083937.1,1,SNP_1016136,SNP_1023161,104972703,106477603,1504.901,2811,0.535,0.969,0.005
Merritt Island,Schwartz,SRTZ200,SRTZ200,-9,CM083937.1,1,SNP_383972,SNP_394843,38013789,39135490,1121.702,4739,0.237,0.999,0.001
Merritt Island,Schwartz,SRTZ200,SRTZ200,-9,CM083937.1,1,SNP_536055,SNP_551802,53430879,54874254,1443.376,7035,0.205,0.998,0.001
Merritt Island,Schwartz,SRTZ200,SRTZ200,-9,CM083939.1,2,SNP_2376373,SNP_2382178,62209060,64041489,1832.43,2074,0.884,1,0
Merritt Island,Schwartz,SRTZ200,SRTZ200,-9,CM083940.1,3,SNP_3614523,SNP_3626642,38787996,40185365,1397.37,5421,0.258,0.999,0.001
Merritt Island,Schwartz,SRTZ200,SRTZ200,-9,CM083940.1,3,SNP_4128707,SNP_4140671,95112388,96423705,1311.318,5472,0.24,0.998,0.002
Merritt Island,Schwartz,SRTZ200,SRTZ200,-9,CM083945.1,7,SNP_6510783,SNP_6543875,23524662,27296601,3771.94,14319,0.263,0.998,0.001
Merritt Island,Schwartz,SRTZ200,SRTZ200,-9,CM083958.1,21,SNP_8962489,SNP_8968851,2030465,3667363,1636.899,2749,0.595,0.999,0.001
Merritt Island,Schwartz,SRTZ201,SRTZ201,-9,CM083937.1,1,SNP_1014799,SNP_1023164,104698039,106478358,1780.32,3352,0.531,0.997,0.001
Merritt Island,Schwartz,SRTZ201,SRTZ201,-9,CM083938.1,1A,SNP_1631287,SNP_1632036,47460121,48991879,1531.759,161,9.514,0.963,0.019
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083937.1,1,SNP_1016137,SNP_1026114,104972728,106967953,1995.226,3968,0.503,0.995,0.005
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083938.1,1A,SNP_1467258,SNP_1476521,29299058,30406498,1107.441,4198,0.264,0.996,0.003
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083938.1,1A,SNP_1482620,SNP_1492000,31179287,32293147,1113.861,4231,0.263,0.998,0.002
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083939.1,2,SNP_2377682,SNP_2382294,62477681,64058149,1580.469,1689,0.936,0.998,0.002
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083939.1,2,SNP_3024884,SNP_3036552,135623105,136849921,1226.817,5188,0.236,0.994,0.004
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083940.1,3,SNP_3421188,SNP_3422198,15222706,16486387,1263.682,394,3.207,0.985,0.005
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083940.1,3,SNP_3988922,SNP_3997780,80414152,81441693,1027.542,3766,0.273,0.998,0.002
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083940.1,3,SNP_4184086,SNP_4197440,100976820,102555733,1578.914,6042,0.261,0.998,0.001
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083941.1,4,SNP_4737033,SNP_4738526,37226479,38384576,1158.098,535,2.165,0.985,0.015
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083945.1,7,SNP_6405013,SNP_6422018,10662437,12393520,1731.084,6691,0.259,0.997,0.003
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083945.1,7,SNP_6463795,SNP_6473072,17406296,18500101,1093.806,4088,0.268,0.998,0.002
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083945.1,7,SNP_6473088,SNP_6483434,18501416,19980057,1478.642,4533,0.326,0.995,0.004
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083945.1,7,SNP_6485879,SNP_6500537,20357184,22218012,1860.829,6416,0.29,0.995,0.005
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083945.1,7,SNP_6510064,SNP_6521520,23437214,24849282,1412.069,4793,0.295,0.997,0.002
Merritt Island,Schwartz,SRTZ202,SRTZ202,-9,CM083945.1,7,SNP_6548432,SNP_6566845,27768155,29761334,1993.18,8097,0.246,0.997,0.003
Merritt Island,Schwartz,SRTZ203,SRTZ203,-9,CM083939.1,2,SNP_2379081,SNP_2386724,62725505,65814554,3089.05,2567,1.203,0.994,0.005
Merritt Island,Schwartz,SRTZ203,SRTZ203,-9,CM083940.1,3,SNP_3390263,SNP_3393787,8130503,9132906,1002.404,1139,0.88,0.996,0.004
Merritt Island,Schwartz,SRTZ203,SRTZ203,-9,CM083940.1,3,SNP_3396935,SNP_3403627,12156413,13299826,1143.414,2819,0.406,0.998,0.002
Merritt Island,Schwartz,SRTZ204,SRTZ204,-9,CM083937.1,1,SNP_1014806,SNP_1022556,104699644,106357791,1658.148,3256,0.509,0.994,0.004
Merritt Island,Schwartz,SRTZ204,SRTZ204,-9,CM083939.1,2,SNP_2651071,SNP_2654452,96284640,97667737,1383.098,1317,1.05,0.984,0.007
Merritt Island,Schwartz,SRTZ204,SRTZ204,-9,CM083940.1,3,SNP_3756341,SNP_3757069,54325941,55528766,1202.826,129,9.324,0.961,0.023
Merritt Island,TEL4,TEL229,TEL229,-9,CM083937.1,1,SNP_1014173,SNP_1022333,104570947,106300836,1729.89,3415,0.507,0.994,0.003
Merritt Island,TEL4,TEL229,TEL229,-9,CM083940.1,3,SNP_3327153,SNP_3328122,3832,1752631,1748.8,295,5.928,0.99,0.01
Merritt Island,TEL4,TEL229,TEL229,-9,CM083940.1,3,SNP_3394436,SNP_3398834,11201251,12617471,1416.221,1466,0.966,0.994,0.005
Merritt Island,TEL4,TEL229,TEL229,-9,CM083941.1,4,SNP_4736783,SNP_4738403,37201220,38304251,1103.032,625,1.765,0.982,0.014
